"Gender","Customer.Type","Age","Class","Flight.Distance","Inflight.wifi.service","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Baggage.handling","Checkin.service","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"Male","Loyal Customer",35,"Eco",159,2,2,3,1,2,1,1,4,5,5,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",44,"Eco",1721,2,2,4,4,2,4,4,3,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business",1972,4,5,4,2,3,4,5,5,5,3,0,0,"satisfied"
"Male","disloyal Customer",20,"Eco",89,2,2,4,2,2,2,2,5,3,1,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Eco",1363,1,1,3,3,1,3,3,5,5,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Eco",283,0,0,4,1,0,1,1,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",49,"Eco",354,3,3,1,3,5,1,4,4,4,2,41,50,"neutral or dissatisfied"
"Male","disloyal Customer",17,"Eco",304,2,2,4,2,2,2,2,1,4,3,41,39,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Business",500,1,1,3,4,1,4,4,3,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Business",1999,3,1,1,3,3,3,3,2,3,2,76,73,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Eco",1448,5,5,3,4,5,4,4,4,3,1,14,0,"satisfied"
"Male","Loyal Customer",26,"Eco",647,3,3,3,3,3,3,3,3,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business",2482,4,4,4,1,1,4,5,5,3,1,0,0,"satisfied"
"Female","Loyal Customer",11,"Eco",1017,2,2,4,5,2,5,5,3,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business",2367,3,1,3,5,4,4,5,5,5,4,2,4,"satisfied"
"Female","Loyal Customer",56,"Business",602,5,5,5,3,5,4,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",24,"Eco",794,3,3,4,1,3,1,1,5,5,5,107,99,"neutral or dissatisfied"
"Female","disloyal Customer",36,"Eco",308,3,3,2,4,3,4,4,5,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",80,"Business",3613,4,4,4,4,4,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",52,"Business",1781,1,1,1,2,5,5,4,4,4,5,49,39,"satisfied"
"Male","Loyal Customer",12,"Eco",366,3,3,3,1,3,1,1,4,5,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",247,1,1,1,5,5,5,5,5,5,5,0,0,"satisfied"
"Female","Loyal Customer",32,"Eco",440,2,2,4,3,2,1,3,2,4,2,20,26,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Eco",2296,0,0,1,0,1,1,5,2,5,1,0,3,"satisfied"
"Female","disloyal Customer",26,"Business",214,3,3,4,2,3,2,2,5,4,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business",248,5,5,3,4,5,4,4,3,5,3,53,58,"satisfied"
"Female","Loyal Customer",26,"Business",3346,1,0,3,1,0,1,1,1,4,3,0,7,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Eco",395,4,4,3,1,4,2,1,4,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Eco",770,3,5,5,3,3,3,3,3,3,3,0,6,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Eco",189,3,3,4,1,3,1,1,4,3,3,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business",2445,4,5,5,1,4,4,4,4,4,4,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",1537,4,4,4,5,5,5,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",41,"Eco",362,3,3,4,3,3,3,3,3,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Eco",271,3,2,2,1,2,1,1,2,2,1,36,21,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business",432,1,2,2,5,4,3,1,1,1,1,2,26,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business",1891,5,5,5,2,4,5,5,5,5,3,37,30,"satisfied"
"Male","disloyal Customer",42,"Eco",438,3,3,1,5,3,5,5,5,4,2,13,8,"neutral or dissatisfied"
"Female","disloyal Customer",55,"Eco Plus",107,3,3,3,3,3,1,3,4,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Eco Plus",2588,2,1,1,2,2,2,1,1,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Eco",447,1,1,2,2,1,2,2,5,5,3,17,5,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business",409,3,3,3,5,4,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",56,"Eco",125,2,2,2,4,4,4,2,2,2,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",3505,4,2,2,3,3,4,4,4,4,3,78,69,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business",1699,3,4,4,2,1,2,3,3,3,3,3,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Eco Plus",237,3,3,3,2,4,4,3,3,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business",399,3,4,2,2,2,3,5,5,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Eco",442,4,5,4,5,5,5,5,2,3,4,6,9,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",1773,5,5,5,4,4,4,4,4,4,5,2,0,"satisfied"
"Male","Loyal Customer",56,"Eco",378,3,3,4,1,3,1,1,3,4,3,34,33,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Eco",854,4,3,2,2,3,2,2,3,4,4,30,48,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Eco",265,4,1,1,4,4,4,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",35,"Business",1539,5,5,5,4,1,4,5,5,5,4,0,0,"satisfied"
"Female","Loyal Customer",47,"Business",2254,5,5,5,3,5,5,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",41,"Business",2277,5,5,5,5,5,5,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",20,"Eco",189,2,2,3,2,2,2,2,4,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Eco Plus",395,0,0,4,1,0,1,1,5,2,3,1,0,"satisfied"
"Male","Loyal Customer",55,"Eco",696,3,4,4,3,3,3,3,1,3,4,22,5,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Eco Plus",481,2,3,3,2,3,2,2,3,2,1,67,78,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business",2872,5,5,5,5,5,5,5,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",69,"Business",488,3,3,3,4,4,1,4,4,4,2,2,0,"satisfied"
"Female","Loyal Customer",44,"Business",3925,3,3,3,2,5,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",7,"Business",723,2,2,1,2,3,2,2,3,3,1,1,11,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Eco",406,2,2,4,3,2,3,3,2,3,4,0,12,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Eco",837,2,2,3,1,2,1,1,4,4,2,29,17,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Eco Plus",1192,2,1,1,2,2,2,2,1,4,2,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Eco",967,3,3,4,4,3,4,4,3,3,1,52,23,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Eco Plus",2586,2,2,5,2,3,3,3,4,1,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Eco",453,5,4,4,5,5,5,5,2,3,1,0,4,"satisfied"
"Female","Loyal Customer",56,"Business",2176,3,3,3,5,5,5,5,2,5,5,118,161,"satisfied"
"Male","Loyal Customer",43,"Business",383,2,2,2,3,4,4,4,4,4,3,36,40,"satisfied"
"Male","Loyal Customer",43,"Business",544,2,2,2,4,4,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",59,"Business",2746,1,1,1,4,4,4,5,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",49,"Eco",402,4,4,2,3,4,3,3,4,5,4,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Eco",907,1,0,2,2,0,2,2,4,4,5,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Eco",507,1,1,3,5,1,5,5,4,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",1624,4,4,4,3,3,4,4,4,4,4,36,22,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Eco",1874,3,3,3,3,3,3,3,3,3,2,22,28,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Eco Plus",406,4,2,2,5,2,4,4,4,4,1,31,8,"satisfied"
"Female","disloyal Customer",40,"Business",2248,3,3,2,4,3,5,4,3,3,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",1514,4,4,4,3,5,4,5,5,5,5,0,19,"satisfied"
"Female","Loyal Customer",58,"Eco",533,1,1,3,3,5,4,3,3,3,4,102,99,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business",3690,4,4,4,4,4,4,4,4,5,3,0,0,"satisfied"
"Female","Loyal Customer",29,"Business",2327,3,5,5,3,3,3,3,3,3,3,115,103,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business",2640,3,3,3,5,5,3,5,5,5,3,0,0,"satisfied"
"Female","disloyal Customer",36,"Eco",446,2,3,2,3,3,3,3,1,3,3,0,4,"neutral or dissatisfied"
"Male","disloyal Customer",42,"Eco",910,1,1,3,5,1,5,5,4,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Eco",404,4,1,3,2,1,2,2,3,2,2,0,0,"satisfied"
"Male","Loyal Customer",52,"Eco",83,3,3,3,4,3,4,4,3,3,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",30,"Eco",127,4,4,3,3,4,3,3,4,3,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business",1487,3,3,3,2,5,4,5,5,5,5,0,0,"satisfied"
"Male","disloyal Customer",25,"Business",762,1,2,3,3,2,3,3,3,5,3,26,7,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Eco",484,1,1,1,1,3,1,2,2,2,4,15,3,"neutral or dissatisfied"
"Male","disloyal Customer",36,"Business",1044,2,2,2,2,2,2,2,5,5,5,53,53,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Eco",315,1,1,1,3,1,3,3,4,5,5,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",28,"Eco",1721,1,1,3,3,1,5,3,2,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Eco",288,3,3,2,4,3,4,4,1,2,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Eco",188,3,2,3,3,2,3,3,5,1,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business",1534,5,5,5,2,5,5,5,5,5,4,11,19,"satisfied"
"Female","disloyal Customer",30,"Eco",590,2,3,3,2,3,2,2,4,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Eco",119,5,4,2,5,5,5,5,1,1,5,0,0,"satisfied"
"Female","Loyal Customer",39,"Business",3753,3,4,3,2,5,5,5,5,5,3,0,0,"satisfied"
"Female","disloyal Customer",26,"Eco",834,5,5,4,1,5,5,1,2,2,3,0,0,"satisfied"
"Female","disloyal Customer",35,"Business",1065,2,2,5,5,2,3,5,5,5,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",436,4,4,4,5,4,5,4,4,4,4,0,3,"satisfied"
"Female","Loyal Customer",42,"Business",212,4,4,4,1,1,3,5,5,5,3,107,122,"satisfied"
"Male","Loyal Customer",32,"Business",2118,2,2,2,2,2,2,2,3,3,3,42,34,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Eco",1235,0,1,3,1,1,1,1,2,2,5,50,40,"satisfied"
"Male","Loyal Customer",14,"Eco",1303,3,2,2,3,3,4,3,2,3,3,2,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Eco Plus",406,4,4,1,2,4,2,2,4,4,4,1,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco",936,3,5,5,3,3,4,3,2,3,3,21,16,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business",594,2,2,2,4,5,5,4,4,4,3,0,0,"satisfied"
"Male","Loyal Customer",41,"Business",2225,4,4,4,2,2,1,4,4,4,5,0,0,"satisfied"
"Female","disloyal Customer",42,"Business",948,5,5,4,4,5,4,4,4,5,4,1,0,"satisfied"
"Female","disloyal Customer",36,"Eco",965,3,3,3,3,3,3,3,4,1,5,4,11,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Eco",2176,4,5,5,4,5,2,4,3,5,4,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",28,"Eco",1372,1,1,4,5,1,5,5,4,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",69,"Business",2688,3,2,5,3,3,3,3,3,4,3,0,8,"neutral or dissatisfied"
"Female","disloyal Customer",34,"Business",369,3,3,4,3,3,2,3,4,5,5,4,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Eco",528,1,1,1,2,1,2,2,1,1,1,6,3,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Eco",296,2,2,2,3,2,3,3,3,5,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",2586,3,5,1,3,3,4,3,3,3,2,0,20,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business",2104,4,4,4,3,4,5,4,4,4,3,4,0,"satisfied"
"Female","disloyal Customer",26,"Eco",853,2,3,3,5,3,5,5,4,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",3133,1,5,5,4,4,4,1,1,1,1,14,9,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Business",868,4,4,3,1,4,1,1,3,3,4,6,0,"satisfied"
"Female","Loyal Customer",26,"Business",3633,4,2,2,2,2,4,2,2,3,2,0,18,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Eco",1542,4,3,3,4,4,5,4,4,3,2,0,0,"satisfied"
"Male","Loyal Customer",56,"Business",3131,3,3,3,1,5,5,4,4,3,5,4,4,"satisfied"
"Female","disloyal Customer",21,"Eco",580,4,4,3,3,4,3,3,4,5,3,0,0,"satisfied"
"Female","Loyal Customer",21,"Eco",192,2,2,3,5,2,5,5,3,4,5,8,6,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Eco",352,1,2,2,1,3,3,1,1,1,1,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",1900,2,2,2,5,4,4,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",27,"Eco",399,3,3,2,1,3,1,1,3,5,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",65,"Eco Plus",67,1,1,3,3,2,3,3,3,3,4,0,17,"neutral or dissatisfied"
"Male","Loyal Customer",15,"Eco",280,1,1,3,3,1,1,3,4,5,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Eco",2504,2,2,2,3,3,3,3,3,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",957,1,1,1,5,5,4,5,5,5,4,0,0,"satisfied"
"Female","Loyal Customer",26,"Business",1613,3,3,3,4,4,4,4,5,4,4,0,0,"satisfied"
"Male","Loyal Customer",11,"Eco",645,2,1,4,4,1,1,4,3,3,4,9,4,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Eco Plus",587,2,2,2,1,2,1,1,5,5,5,0,3,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Eco",588,5,5,2,2,4,2,2,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",41,"Business",3463,4,4,4,5,3,3,4,4,4,2,0,18,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Eco",440,3,3,2,5,3,4,5,3,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Business",1598,5,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",60,"Business",1121,4,4,4,5,5,4,4,4,4,4,0,0,"satisfied"
"Female","disloyal Customer",20,"Eco Plus",594,3,3,3,3,1,1,1,2,3,1,141,129,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Eco",386,2,4,2,2,2,3,2,2,2,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Eco Plus",633,3,3,4,5,3,5,5,3,4,4,34,20,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business",2899,3,4,2,5,4,4,3,3,3,3,60,30,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business",283,3,3,3,2,5,5,4,4,4,5,15,14,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Eco",655,3,3,4,2,3,3,2,1,2,3,33,31,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",2182,1,1,1,3,1,2,1,1,1,3,3,5,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Eco",337,2,3,4,5,3,5,5,3,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business",143,0,0,4,2,3,3,2,3,4,4,0,0,"satisfied"
"Male","Loyal Customer",64,"Eco",480,0,0,2,4,0,2,4,2,3,2,6,1,"satisfied"
"Male","Loyal Customer",46,"Business",259,4,4,4,5,4,4,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",9,"Eco",1605,4,4,4,2,4,2,2,4,5,4,59,47,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business",867,4,4,4,4,5,5,5,5,5,5,7,6,"satisfied"
"Male","Loyal Customer",61,"Eco",305,3,4,1,2,4,1,2,4,4,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Eco",2586,2,2,3,2,2,2,3,4,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Eco",452,3,3,3,3,3,1,3,2,4,1,6,0,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Eco Plus",599,1,1,2,2,3,3,4,4,4,4,16,6,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business",2628,2,1,2,1,1,3,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",56,"Business",2791,1,1,1,5,4,5,4,4,4,5,0,0,"satisfied"
"Male","Loyal Customer",68,"Eco",759,1,1,2,4,1,4,4,5,5,3,3,10,"neutral or dissatisfied"
"Female","disloyal Customer",48,"Eco",1062,2,2,3,3,2,3,3,3,3,1,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business",1009,1,1,1,3,4,5,5,5,5,4,23,3,"satisfied"
"Female","disloyal Customer",29,"Eco",1250,3,3,3,4,3,4,4,4,3,3,72,63,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Business",2595,4,4,4,4,4,4,4,3,4,5,0,0,"satisfied"
"Male","Loyal Customer",49,"Eco Plus",1180,1,0,1,5,0,2,5,4,4,5,1,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Eco",425,5,5,3,3,3,3,5,5,5,1,8,1,"satisfied"
"Male","Loyal Customer",60,"Eco",250,5,5,4,4,5,4,4,5,5,3,19,3,"satisfied"
"Female","Loyal Customer",30,"Business",2399,4,4,4,4,4,4,4,1,3,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",642,4,4,5,4,4,5,4,2,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Eco",689,4,4,1,1,4,3,1,5,5,3,46,33,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business",1996,2,2,2,2,5,4,4,4,4,4,62,60,"satisfied"
"Female","Loyal Customer",26,"Eco",770,4,4,1,3,4,3,3,3,4,2,0,0,"satisfied"
"Female","disloyal Customer",20,"Eco",368,0,0,1,3,0,3,3,4,5,3,20,15,"satisfied"
"Female","disloyal Customer",14,"Eco",1498,3,3,4,1,3,1,1,5,3,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Eco",895,4,4,3,4,4,4,4,3,5,3,5,6,"neutral or dissatisfied"
"Female","disloyal Customer",13,"Business",969,5,5,3,4,5,4,4,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",44,"Eco Plus",545,1,3,2,1,1,4,2,2,2,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business",386,1,1,1,4,5,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",60,"Eco",121,4,4,2,3,3,3,1,1,1,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business",689,5,5,5,5,4,4,2,2,2,4,15,10,"satisfied"
"Male","Loyal Customer",53,"Eco Plus",677,5,4,1,5,5,5,5,1,3,3,0,0,"satisfied"
"Male","disloyal Customer",22,"Eco",558,2,2,2,2,2,5,2,3,3,4,7,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business",1609,4,3,4,5,4,5,2,2,2,3,5,0,"satisfied"
"Female","Loyal Customer",25,"Eco",2607,0,0,3,2,0,2,2,4,3,1,0,0,"satisfied"
"Male","Loyal Customer",49,"Business",3566,3,1,1,3,4,3,3,3,3,1,48,41,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Eco",460,2,3,2,5,3,5,5,1,4,3,17,18,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Eco",867,4,1,1,4,4,4,4,5,4,4,0,0,"satisfied"
"Male","Loyal Customer",7,"Eco Plus",372,3,3,5,3,5,5,5,3,4,5,181,176,"neutral or dissatisfied"
"Female","disloyal Customer",37,"Eco",894,3,3,1,2,3,2,2,1,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Eco Plus",950,4,5,5,4,4,4,4,1,3,3,17,12,"satisfied"
"Male","Loyal Customer",19,"Eco Plus",625,2,3,3,3,3,3,3,5,4,5,47,49,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business",866,1,1,1,4,4,5,5,5,5,3,10,0,"satisfied"
"Female","Loyal Customer",68,"Business",347,3,3,5,3,4,4,1,1,1,3,1,0,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Business",1846,3,3,3,3,2,3,3,3,2,4,90,90,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Eco",229,3,3,2,1,3,1,1,4,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business",1337,2,3,3,2,2,2,2,1,3,3,48,46,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Eco",189,4,4,1,4,4,4,4,5,5,2,20,14,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Eco",591,2,3,3,2,2,2,2,4,2,4,7,2,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Eco",221,5,5,4,1,5,1,1,2,2,1,0,0,"satisfied"
"Female","Loyal Customer",59,"Business",577,3,3,3,3,4,4,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",36,"Business",404,2,3,3,4,2,3,2,2,2,1,12,6,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Eco",337,3,4,1,3,5,4,5,5,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",3912,2,2,2,4,4,4,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",47,"Eco Plus",1010,3,1,1,4,3,4,4,2,3,3,16,19,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Business",3645,1,1,1,4,4,4,4,5,4,3,0,0,"satisfied"
"Female","Loyal Customer",46,"Business",1819,3,3,3,4,5,4,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",51,"Eco",2182,1,2,3,5,3,3,4,4,4,4,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",19,"Eco",1744,1,1,3,1,1,1,1,2,4,2,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Eco Plus",1092,2,3,3,2,2,2,2,1,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business",447,4,4,4,4,5,5,4,4,4,4,5,11,"satisfied"
"Female","Loyal Customer",26,"Eco",1131,5,5,1,3,5,3,3,3,5,4,0,0,"satisfied"
"Male","Loyal Customer",15,"Eco",1089,4,4,3,3,4,3,3,4,4,3,30,13,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Eco",670,4,1,1,4,3,2,4,3,1,1,15,20,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Eco",544,2,4,2,4,4,4,4,4,2,2,58,30,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Eco",395,2,2,3,5,2,5,5,4,3,3,3,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Eco",214,1,0,3,5,4,3,1,1,1,3,46,49,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Eco",674,4,4,1,2,4,2,2,4,4,5,6,0,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Business",328,0,0,1,2,5,4,5,5,5,2,0,0,"satisfied"
"Male","Loyal Customer",69,"Business",677,2,3,5,4,4,5,4,4,1,3,3,11,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business",352,5,5,4,1,5,1,1,5,5,3,0,0,"satisfied"
"Male","disloyal Customer",40,"Eco",682,2,2,5,2,2,2,2,2,3,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Eco",577,3,3,4,4,3,4,4,5,4,5,32,21,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Eco",262,2,2,3,4,2,4,4,3,4,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Eco",967,3,3,4,5,3,5,5,4,3,1,95,79,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Eco",759,2,2,3,5,5,5,1,1,1,5,24,14,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Eco",874,3,4,3,3,4,1,5,5,5,5,0,9,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Eco",371,2,4,3,5,4,5,5,1,2,2,1,4,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Eco Plus",153,2,2,3,4,2,4,4,5,5,4,19,14,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Eco",399,3,3,2,3,2,3,5,5,5,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business",352,2,2,2,2,2,2,2,4,4,2,0,10,"neutral or dissatisfied"
"Male","disloyal Customer",49,"Eco",1102,4,4,1,1,4,1,1,4,1,4,56,43,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Eco",1182,2,2,4,2,1,4,2,2,3,4,171,183,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Eco",862,4,4,4,3,4,3,3,3,5,5,14,3,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Eco Plus",2475,4,4,5,4,4,4,5,5,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business",2442,5,2,5,1,4,3,4,4,4,4,14,7,"satisfied"
"Female","Loyal Customer",42,"Business",1847,3,3,3,5,4,4,4,4,4,4,35,35,"satisfied"
"Male","disloyal Customer",24,"Eco",296,3,4,3,5,4,5,5,3,5,4,56,45,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Eco",359,2,5,5,2,3,3,2,2,2,4,6,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Eco",368,5,3,3,4,4,2,5,5,5,4,0,0,"satisfied"
"Female","Loyal Customer",20,"Business",2209,1,1,1,5,5,5,5,3,5,5,0,23,"satisfied"
"Female","Loyal Customer",25,"Eco",1136,2,2,4,3,2,3,3,1,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Eco",277,4,4,4,3,2,1,4,4,4,4,0,0,"satisfied"
